hit_direct,hit_distance,hit_height,landing_direct,landing_distance,landing_height,x_direct,x_distance,y_direct,y_distance,velocity,ball_type
2,3,1,2,1,2,0,0,0,0,17.086,cut
3,2,2,2,4,1,0,0,0,0,22.32,long
2,4,1,2,4,1,0,0,0,0,76.77600000000001,long
2,4,1,1,1,2,0,0,0,0,26.021,cut
3,1,2,1,1,2,0,0,0,0,9.467,netplay
3,1,2,1,4,1,0,0,0,0,23.24,lob
3,4,1,1,1,2,0,0,0,0,46.33,cut
3,1,2,2,3,1,0,0,0,0,32.635999999999996,lob
2,3,1,2,4,1,0,0,0,0,75.605,long
2,4,1,1,3,1,0,0,0,0,50.055,long
3,3,1,2,4,1,0,0,0,0,0.0,long
2,4,1,1,1,2,0,0,0,0,15.763,cut
3,1,2,1,1,2,0,0,0,0,6.146,netplay
3,1,2,2,3,1,0,0,0,0,4.651,lob
2,3,1,1,2,2,0,0,0,0,21.078000000000003,cut
3,2,2,2,3,1,0,0,0,0,30.311999999999998,lob
2,3,1,1,3,2,0,0,0,0,45.342,smash
3,3,2,1,1,2,0,0,0,0,0.0,netplay
3,2,2,2,1,2,0,0,0,0,14.975,netplay
2,1,2,1,1,2,0,0,0,0,23.144000000000002,netplay
3,2,2,1,4,1,0,0,0,0,57.949,long
3,4,1,1,3,2,0,0,0,0,63.126000000000005,smash
3,3,2,1,1,2,0,0,0,0,19.615,netplay
3,1,2,1,1,2,0,0,0,0,23.175,netplay
3,1,2,1,4,1,0,0,0,0,72.41199999999999,lob
3,4,1,1,3,2,0,0,0,0,60.126000000000005,smash
3,3,2,2,1,2,0,0,0,0,26.096,netplay
2,1,2,1,4,1,0,0,0,0,0.0,lob
3,4,1,2,2,2,0,0,0,0,0.0,smash
2,2,2,2,3,1,0,0,0,0,74.821,lob
2,3,1,1,2,2,0,0,0,0,29.021,smash
3,2,2,1,3,1,0,0,0,0,49.123999999999995,lob
3,3,1,2,3,1,0,0,0,0,50.292,drive
2,3,1,1,1,2,0,0,0,0,44.745,cut
3,1,2,2,1,2,0,0,0,0,21.090999999999998,netplay
2,1,2,1,4,1,0,0,0,0,19.939,lob
3,4,1,2,3,2,0,0,0,0,42.891999999999996,smash
2,3,2,1,4,1,0,0,0,0,25.232,lob
3,4,1,1,3,2,0,0,0,0,66.708,smash
3,3,2,2,1,2,0,0,0,0,0.0,netplay
2,1,2,2,3,1,0,0,0,0,16.037,lob
2,3,1,2,4,1,0,0,0,0,33.885,long
2,4,1,1,3,1,0,0,0,0,24.141,long
3,3,1,2,1,2,0,0,0,0,100.801,cut
2,1,2,2,3,1,0,0,0,0,0.0,lob
2,3,1,1,3,2,0,0,0,0,14.729000000000001,smash
3,3,2,2,1,2,0,0,0,0,38.099000000000004,netplay
2,1,2,1,1,2,0,0,0,0,43.318000000000005,netplay
3,1,2,1,1,2,0,0,0,0,13.097000000000001,netplay
3,2,2,1,4,1,0,0,0,0,21.98,long
3,4,1,2,2,2,0,0,0,0,25.906,smash
2,2,2,1,4,1,0,0,0,0,29.212,lob
3,4,1,2,1,2,0,0,0,0,45.628,cut
2,1,2,1,1,2,0,0,0,0,43.2,netplay
3,1,2,2,1,2,0,0,0,0,23.945,netplay
2,1,2,2,4,1,0,0,0,0,57.806000000000004,lob
2,4,1,2,4,1,0,0,0,0,19.524,long
2,4,1,2,2,2,0,0,0,0,25.873,cut
2,2,2,1,2,2,0,0,0,0,24.066999999999997,netplay
3,2,2,1,1,2,0,0,0,0,25.635,netplay
3,1,2,2,3,1,0,0,0,0,90.14,lob
2,3,1,1,4,1,0,0,0,0,26.963,long
3,4,1,2,1,2,0,0,0,0,0.0,cut
2,1,2,1,1,2,0,0,0,0,13.519,netplay
3,1,2,1,4,1,0,0,0,0,8.267999999999999,lob
3,4,1,2,3,2,0,0,0,0,0.0,cut
2,3,2,1,1,2,0,0,0,0,14.497,netplay
3,1,2,2,4,1,0,0,0,0,92.052,lob
2,4,1,1,1,2,0,0,0,0,21.794,cut
3,1,2,2,1,2,0,0,0,0,8.996,netplay
2,1,2,1,4,1,0,0,0,0,17.192,lob
3,4,1,2,1,2,0,0,0,0,77.34899999999999,cut
2,1,2,1,1,2,0,0,0,0,21.211,netplay
3,2,2,2,4,1,0,0,0,0,24.078000000000003,long
2,4,1,1,1,2,0,0,0,0,90.51899999999999,cut
3,1,2,2,4,1,0,0,0,0,36.503,lob
2,4,1,1,1,1,0,0,0,0,81.108,cut
3,1,1,1,1,2,0,0,0,0,43.206,netplay
3,1,2,2,3,1,0,0,0,0,65.47399999999999,lob
2,3,1,1,2,2,0,0,0,0,18.05,cut
3,2,2,2,1,2,0,0,0,0,7.005,netplay
2,1,2,1,4,2,0,0,0,0,11.294,lob
3,4,2,1,2,2,0,0,0,0,77.554,cut
