velocity,x_direct,x_distance,y_direct,y_distance,d12,d23,d34,d45,d26,d67,d78,d215,d159,d910,d1011,d1512,d1213,d1314,type
28.622,2,3,2,2,24,8,15,11.314,7,8,17.464,16,17.889,25,17.464,16,24,28.302,cut
32.685,3,3,3,2,32,15,16,17,16,21.932,22.627,25.298,25.298,16.553,25.298,25.298,32.527,25.298,lob
38.071,3,3,3,2,15.133,9.849,15.811,16.031,15.62,11.402,18.028,34.525,20.881,20.1,35.468,19.647,24.083,30.414,long
27.435,3,3,2,3,34.886,8,17,70.456,11.314,8,39,17,16,34.886,28.302,25.298,39.623,40.608,long
46.931,3,3,3,3,32.016,8,32.757,24,8,16,73.546,24.352,24.352,35.777,41.231,24.352,24.352,40,cut
31.596,3,3,3,3,24,0,25.298,8,8,15,46.141,17,24,28.018,24.352,25.298,15,21.932,lob
61.711,3,3,3,3,30.15,19.235,23.345,21.84,18.248,20.125,17.464,26.926,25.08,39.408,35.44,29.069,28.653,30.414,long
36.053,3,3,3,3,15,11.662,22.023,20,11.402,12.042,11.662,38,14.142,25.179,30.414,16.279,22.136,25,long
40.171,3,3,3,3,39.812,16,7,80.529,17,25.298,21.932,23,23,41.785,39.812,22.627,32.016,32.527,long
36.086,2,4,2,3,16,8,11.314,25.298,0,17.889,10.63,16,17,17.889,24.352,15,25.298,39.408,long
49.682,2,3,2,4,38.419,8,32.985,32.985,10.63,0,31.048,25.298,33.242,40.792,40.792,24,42.72,35.777,cut
15.118,3,2,2,3,25.298,11.314,17.889,22.627,11.314,16,16,28.844,17.889,28.844,28.844,16,25.298,28.844,netplay
22.191,3,3,3,2,31,8,17.889,7,16,22.627,17,17.889,24.352,11.314,23,17,34.886,25,lob
11.621,2,3,3,2,24,11.314,28.844,10.63,16,28.018,16,25.298,22.627,25.298,21.932,17.889,35.777,25,netplay
8.852,3,2,3,2,15.652,12.083,17,18.868,12.369,9.434,10,30.529,15.62,25.456,36.688,15.297,23.087,21.954,netplay
4.961,3,2,3,1,26.476,17.464,14.213,15.297,20.1,15,16.279,33.015,21.19,18.601,18.439,23.707,27.659,25.495,netplay
18.945,3,2,3,1,17.263,10.817,21.095,14.56,9.849,14.318,15.811,35.511,17.029,24.698,31.953,17.692,15.811,25.942,lob
26.187,3,2,3,2,28.302,18.868,20.248,21.541,9.22,7.071,8.544,30.48,24.597,35.468,33.956,13.342,11.705,17.088,long
14.659,2,2,3,2,16.553,16,22.627,16,10.63,16.553,0,24.352,17.889,30,23,16,24.352,30,long
34.807,3,3,3,4,28.844,17,28.018,25.298,17.889,24,17,35.341,28.018,47.676,40,24,47.676,35.341,cut
22.604,2,2,3,3,20.248,10.817,12.207,13.454,13.038,17.692,20.125,11.314,10,22.804,24,15.232,17.692,23.707,lob
35.867,2,2,2,3,28.018,11.314,32,16,8,17,17.889,25.298,22.627,46.141,40.792,16,43.081,39.408,long
29.753,2,3,2,2,13.928,11.705,17.493,21.633,4.472,16.643,15.652,27.166,19.416,17,18.439,19,24.839,28.32,cut
22.798,2,3,3,2,32.985,10.63,24.352,16,17.889,24,15,21.932,17.889,25.298,17.889,25.298,33.242,33.242,lob
20.038,3,3,3,2,13.038,15.297,16.971,11.045,12.649,15,12.53,37.736,15.811,25.71,28.792,16.553,20.224,23.601,cut
19.075,3,3,2,3,24.352,22.627,15,10.63,8,25.298,11.314,24,24.352,42.154,39.205,21.932,39.812,39,netplay
25.914,3,2,3,2,22.627,0,8,21.932,7,15,15,16.553,17.889,21.932,17.889,17.889,28.844,16,lob
72.602,3,2,2,3,25.495,19.723,26.173,30.265,15.524,24.083,21.633,36.125,31.145,32.202,34.928,23.022,31.765,26.907,smash
23.778,2,2,2,3,17,12.806,16.492,20.248,6.083,19.026,20.616,31.145,10,20.616,30.414,17.889,24.042,32.65,lob
72.159,2,3,2,2,24,8,8,17.889,17,24.352,11.314,32,28.302,35.341,32,24,35.341,32,drive
29.535,2,3,2,2,24.042,7,8,17.889,8,17.889,16,11.314,16,27.459,32.016,22.627,24.042,27.459,lob
70.301,3,2,3,2,19.026,28.636,16.155,16.492,14.422,22.204,19,37.336,25.807,33.242,34.205,26.306,41.11,21.633,smash
20.379,3,3,3,3,13.342,15.811,17.804,24.698,11.18,14.318,10,33.015,17.692,21.932,33.838,9.899,17.692,24.739,netplay
24.118,3,3,3,2,32.016,17,17,11.314,16,17,16,16,24.352,16.553,17.889,21.932,31.78,23,lob
28.899,2,4,3,2,15,8,17.889,0,11.314,17,11.314,15,17.889,28.018,28.018,17.889,23,17,cut
12.026,2,3,3,2,25.298,11.314,17.889,17.889,15,25.298,11.314,17.464,24,28.018,17.889,28.844,28.844,25.298,netplay
13.25,3,2,3,2,13.892,11.18,16.279,25.554,12.728,11.402,9.434,31.765,16.763,22.672,30.15,18.028,19.235,24.839,netplay
19.77,3,2,2,1,21.024,9.487,17.117,17,12.369,17.029,20.881,37.121,24.352,25.71,33.287,28.16,24.515,28.601,lob
39.931,2,4,2,2,14.142,9.22,5.385,14.142,4.243,21.378,14.142,31.064,14.765,16.553,23.259,13,25.08,26.833,long
42.287,3,3,3,3,31,17.889,17.889,15,16,17,8,24.352,23,33.941,32.016,24.352,24,31.78,cut
33.282,3,2,3,3,14.036,9.22,16.031,19.026,10.817,11.045,15.524,34.176,21.19,22.023,28.844,19.925,16.125,21.401,lob
42.007,3,3,2,3,23.345,16.492,21.213,15.232,11.662,13.153,12.083,26.173,29.155,40.05,38.118,27.514,38.833,31.623,long
32.613,3,3,3,3,32,17.889,31,17,8,24.352,8,23,24,46.141,31,28.844,32,34.886,cut
29.323,3,2,3,3,15.524,11.402,18.028,15.652,10.77,5.831,13.342,30.414,14.765,21.471,28.302,15.62,21.84,27.459,lob
45.339,3,3,2,3,24.083,17.493,21.587,20,10.05,14,15.133,33.541,26.249,41.11,36.014,25.179,31.321,29.698,long
26.007,2,3,3,3,32.016,11.314,25.298,15,17.889,17.464,17.464,25.298,23,39.205,43.081,24.352,33.242,35.341,cut
26.21,3,2,3,2,28.018,0,8,17.889,0,16,16,17.889,24.352,21.932,31,15,24.352,40.792,lob
44.924,3,2,3,3,31,16,11.314,8,17.889,11.314,56.569,23,24.352,42.154,31,22.627,39.812,44.944,long
21.296,3,3,3,3,16.155,17.889,15.297,13.601,9.22,18.358,8.062,34.67,18.601,24.166,35.057,17.464,25.318,22.804,cut
6.287,3,3,3,2,24,11.314,25.298,16,17.889,22.627,17.889,32.985,17.889,35.777,17.889,17.889,32.985,32.985,netplay
58.748,2,3,2,4,27.785,21.26,23.022,19.105,21.095,20.616,12,34.928,36.892,42.012,32.558,30.265,35.128,40.497,cut
19.307,3,3,2,3,21.932,8,15,17.889,0,15,22.627,17,22.627,28.302,28.018,17.889,21.932,24.352,netplay
23.56,2,3,2,2,32.985,7,25.298,49.336,8,32.757,0,28.302,21.932,31,30,21.932,31,34.886,lob
29.571,2,3,2,2,15.811,13,17.464,12.083,12.53,14.866,18.974,30.364,12.728,21.954,19.026,13.601,27.313,29.411,cut
26.416,3,3,3,2,32.985,15,23,7,16,16.553,16,17,28.844,17,24,17.889,32.757,28.018,lob
73.714,2,5,3,2,24.352,10.63,16,7,8,16,8,16,11.314,21.932,24.042,15,24,32.016,smash
32.77,2,4,2,2,33.941,11.314,25.298,22.627,17.889,24,32,22.627,28.844,39.812,40.792,25.298,28.018,43.081,lob
58.622,2,4,2,2,14.142,15,17.029,9.22,8.544,13.342,11.18,35.847,15.652,21.095,29.833,16.125,21.095,26.173,smash
69.636,3,4,3,2,10.198,11.045,10.44,15.297,8.544,4.472,14.422,37,17,17,28.862,16.763,21.378,25.942,smash
23.55,3,4,3,3,22.627,11.314,28.302,32.985,17.889,25.298,17.889,28.844,21.932,35.777,32.016,25,45.255,28.018,netplay
28.253,3,2,3,2,13.601,11.314,12.53,9.434,5.099,8.602,9.055,28.16,22.627,17.029,33.106,14.866,24.083,16.279,lob
44.999,3,2,2,3,20.616,20.518,22.204,22.204,13.928,11.662,21.633,29.411,38.419,31.765,35.341,24.021,33.422,24.698,smash
13.212,2,3,3,2,27.459,21.213,24,24.352,17.889,15,16.553,24.352,23,32.016,31.78,28.018,32.016,32.016,long
37.2,2,5,2,2,9.22,12.369,14.866,15.033,8.544,13.342,15.133,26,14.318,18.248,23.345,16.155,20.1,29.833,long
53.389,3,3,3,3,40,16.553,17.464,0,8,17.889,11.314,23,25,39.812,39,28.844,32.016,39.408,cut
18.9,3,3,3,3,17.889,10.63,21.932,8,8,10.63,25.298,21.932,17.464,24.352,32.016,17,27.459,33.242,netplay
15.526,3,3,3,2,32,17.889,17.889,8,24,25.298,8,25.298,28.844,32.985,16,25.298,32.985,32,netplay
18.076,2,2,3,2,27.459,15,22.627,21.932,17,11.314,8,11.314,17,21.932,21.932,17.889,21.932,27.459,lob
72.013,2,2,2,2,32.527,7,21.932,10.63,17.889,15,17,25,28.302,49.336,41.785,24.352,41.785,45.277,smash
23.007,2,3,2,3,28.844,16,24.042,25.298,8,10.63,22.627,17,17.889,28.018,28.018,16,17.889,24.352,netplay
25.971,3,3,3,2,32.985,17.889,28.018,17.889,16,17,8,25.298,25.298,21.932,21.932,21.932,34.886,28.844,lob
31.183,2,3,2,2,11.402,12.806,14,10.77,2.828,13.038,14.866,28.792,18.028,18.682,29,18.111,22.472,24.839,cut
32.443,2,3,3,2,32.985,17.464,16,10.63,16,24.042,10.63,23,24,21.932,28.844,28.844,34.438,28.844,lob
32.867,3,3,3,2,17.117,11.18,27.203,9.899,12.806,16.643,18.248,32.14,17.029,24.083,35.511,17.493,23.087,31.401,long
31.164,3,3,3,3,26.306,25.495,18.028,11.662,23.087,21.024,13.038,29.155,28.231,38.275,34.205,27.295,35.114,39.446,cut
14.314,2,2,3,3,31.78,7,24.352,24.352,21.932,16,8,11.314,7,17,28.018,16,33.242,17,netplay
20.97,2,2,3,1,32.016,16,15,11.314,15,24,11.314,23,24,21.932,11.314,21.932,34.886,34.886,lob
41.626,3,3,3,2,17.263,15.811,15.264,14.318,11.705,16.643,16.279,25.318,18.682,19.313,19.925,20,20.125,18.358,long
59.317,3,4,3,2,32.985,11.314,23,8,17.889,10.63,28.302,32.016,25.298,32.985,34.438,17.889,35.341,38.601,smash
15.629,3,3,3,3,16.031,12.207,17.493,23.707,17.464,15.62,10.296,25.239,16.279,22.023,24.739,20.591,20.248,25.612,netplay
15.17,2,2,2,2,23.195,7.211,18.601,20.881,5.831,24.207,17.263,36.878,25.298,23.537,25.456,25.179,24.166,34.655,netplay
15.671,3,2,2,2,17.889,10.296,18.385,11.662,15.232,16.031,15.811,35.468,13.892,20.248,31.828,10.817,11.662,26.249,lob
24.397,2,3,3,2,17.029,10.44,21,29.614,4.123,12.53,11.045,25.239,17.692,19.925,23.345,11,20,20.248,lob
39.96,3,2,3,2,31,15,28.018,24.352,17.889,23,10.63,24.352,21.213,32.016,24.352,17,34.886,28.018,long
17.404,3,3,3,3,39,17,28.302,10.63,15,17,22.627,24.352,24.352,41.785,31.78,21.932,38.833,38.601,netplay
28.154,2,2,3,2,17.263,16.279,13.601,24.083,10.77,14.036,15,24.352,17.205,20.591,30.594,15.811,24.597,21.587,lob
27.862,2,2,2,3,25.632,18.385,17.464,10.198,13.416,15,16.553,41.34,26.907,39.051,33.061,23.537,27.514,36.892,cut
20.498,3,3,2,3,16.125,13.416,14.765,22.472,13.342,14.866,11.045,25.612,17,21.932,28.425,16.125,20.248,23.707,lob
51.823,3,2,3,3,28.302,21.932,24,25.298,15,23,32.985,32.985,16,50.596,32.757,21.932,48.662,32.757,long
59.583,3,2,3,3,25.298,8,21.932,17,16,17.889,0,16,17,32.985,31,15,28.844,32.016,smash
20.01,3,2,3,3,39.812,17,23,24.352,8,8,38.601,24.352,17.889,49.041,39,21.932,31.78,32.527,netplay
23.987,3,4,3,3,13,15.811,11.402,3.162,13.038,15.232,9.434,37.014,17.493,25.08,28.071,16.279,24.083,18.358,lob
36.137,2,3,3,3,32.016,8,24,24.352,8,17,8,28.302,28.018,39.812,35.777,23,39.623,28.302,long
23.971,2,2,2,2,16.031,16.125,14.036,16.492,16.279,15.556,20.125,29.833,14.866,20.616,31.623,14.142,31.953,9.487,long
5.876,3,1,2,2,18.028,13.892,19.849,23.022,9.849,10.44,12.649,29.069,21.932,25.807,33.242,10,26.87,30.414,netplay
15.049,3,2,3,3,32.016,15,28.018,27.459,8,8,15,23,25,49.649,39.623,25.298,32.016,33.242,netplay
15.443,2,3,2,3,16.492,7.81,19.416,17.464,5.831,17.464,17,34.438,20.809,22.204,28,17.464,24.187,26.42,lob
33.485,2,3,2,2,24.352,17,17.889,16.553,11.314,23,17.889,28.302,21.213,31.78,34.438,17,39.623,32.016,long
23.054,2,4,2,2,11.705,13.416,16.401,18,8,8.602,8.944,32.016,15.133,24.042,23.409,19.105,19,28.653,cut
15.092,3,2,2,2,14.318,18.028,17.464,12.649,16.125,20.616,7.071,36.674,18.385,21.213,24,18.974,23.195,32.062,long
40.299,2,3,2,3,39.205,11.314,34.886,24,11.314,0,17.889,25.298,22.627,55,39,24,47,39.812,long
41.026,2,4,2,2,17.889,7,28.302,21.932,11.314,8,16,16,17.464,24.352,17.464,16,31.78,40.608,long
49.752,3,3,3,3,35.777,15,24.352,22.627,8,8,16,24,25,42.154,28.302,28.844,15,39.205,long
30.706,3,3,3,3,16.553,7.071,20.1,17.804,13.038,11.045,17.088,32.062,16.401,21.095,16.031,17.088,26.306,29.411,cut
25.973,3,3,3,2,31,8,11.314,8,16,21.932,11.314,23,24.352,24.352,17.889,24.352,32.016,24.352,lob
74.735,2,5,2,2,15,8,15,8,8,23,16,15,17.889,21.932,15,16,24.352,34,smash
23.907,2,4,2,3,35.777,0,28.302,25.298,0,21.932,32.985,21.932,28.844,39.205,40,25.298,46.141,32.985,netplay
14.478,2,2,2,2,24.352,8,17,11.314,8,21.932,17,17,15,22.627,23,17,22.627,17,netplay
21.89,2,2,2,2,17.72,17.889,11.402,14.56,10.77,12.806,13,37.537,22.023,26.019,27.313,20,27.203,29,lob
37.12,2,4,2,2,32.985,11.314,27.203,10.63,8,11.314,11.314,16,17,16,31,15,24,27.459,long
38.949,2,3,2,3,13.454,21.541,26,18.439,17.72,15,17.889,40.311,28.844,36.056,35.014,26.571,36.359,32.802,long
28.436,2,3,2,3,16,16,24,11.314,11.314,15,0,24.352,17.889,28.018,25.298,16,31,28.018,cut
24.786,2,3,3,2,32.985,8,8,17.889,15,25.298,11.314,24,17.889,16.553,25.298,17.889,34.438,25.298,lob
37.841,3,4,3,2,11.705,14.213,7.071,8.062,13.153,16.125,14.142,31.401,18.601,27.203,30,13.928,29.732,20.881,long
52.843,3,3,3,3,28.844,8,28.018,28.844,11.314,17.889,25.298,23,28.844,48.508,41.785,24,56,31,long
27.269,3,3,3,3,10.198,13.416,16.763,11.045,12.207,15.62,9.849,34.828,17.804,28.302,30.594,15.524,27.659,24.083,cut
7.293,3,3,3,2,32.016,16,17,11.314,16,21.932,17,17,17,17.889,23,17,25.298,24.352,netplay
22.719,3,2,3,2,20.616,14.036,16.643,16.125,7.81,11.705,13.601,30.529,21.26,20.616,19.925,12.649,20.616,24.166,lob
56.815,3,2,2,2,24.083,16.492,28.231,23.601,12.042,17.205,15.811,30.676,29.411,35,26.907,23.087,26.926,30.083,long
27.557,2,3,2,3,11.705,9.899,20.396,21.84,12.649,9,12.207,37.108,17.464,18.028,32.558,18,21.587,36.715,long
55.986,2,3,2,3,35.777,17.889,28.844,25.298,8,11.314,24,28.844,22.627,49.649,43.081,24,49.649,35.777,cut
32.21,3,2,2,3,14.422,8.544,24.187,23.77,21.213,11.18,10.44,29.547,10.77,24.597,30.017,20.125,17,30.232,lob
70.811,3,3,3,2,31,8,24.352,21.932,16,17,16,24.352,24.352,39.812,32.016,28.018,32.016,42.154,smash
21.37,3,3,3,2,15.133,15.264,14.866,23.345,6.403,10.198,6.325,22.561,15.556,23.409,29.411,13.038,21.932,24.739,netplay
23.076,3,4,2,2,33.941,8,0,22.627,0,8,16,22.627,22.627,28.844,28.844,28.844,28.844,33.941,lob
42.332,2,4,2,2,24.352,7,16,0,17.889,15,16,15,16,26.627,16,17.889,30,21.213,long
34.543,2,3,2,3,19.105,19.698,23,26.683,17.117,15.264,20.616,39.598,33.601,24.698,36.125,31.401,33.121,30.61,long
27.25,2,4,2,3,17.889,0,24.352,17,8,22.627,8,24,11.314,25.298,25.298,16,17.889,25.298,cut
21.371,2,3,2,2,27.295,7.071,12.806,14.036,17.029,14.866,24.042,38.419,22.672,30.414,26.571,28.443,27.203,26,lob
16.092,2,2,3,2,16.155,13.928,24.083,14.56,19.026,13.601,17.263,28.653,17.088,25.495,26,20.248,25.318,30.15,long
39.682,3,3,3,4,20.248,27.459,14.142,16.031,14.765,12.042,15.811,36.77,32.696,41.012,35.693,32.985,34,39.812,long
26.481,2,4,2,2,25.298,11.314,11.314,16,0,17.889,25.298,24,16,32.985,24,16,24,32.985,long
34.131,2,3,2,3,32.527,8,41.785,24.042,8,24.352,17.889,25.298,23,42.154,41.785,21.213,47.676,49.649,long
27.422,2,3,2,2,15.652,9.22,14.142,13.601,7.28,17.464,14.422,32.28,13.928,13.928,16.031,18.788,20.248,30.232,cut
18.993,2,3,2,2,25.298,11.314,17.889,17.889,8,17.889,22.627,28.844,25.298,32.985,28.844,25.298,32.985,33.941,lob
26.178,2,3,3,3,32.985,17.889,32,17.889,8,16,16,24,25.298,40,43.081,25.298,35.777,40,cut
23.428,3,2,3,2,13.892,12.083,16.763,19.849,11.402,8.602,13,33.242,16.031,18.028,29.155,15,11.18,22.825,lob
35.328,3,2,2,3,29.069,17.263,16.401,16.492,5,16.401,23.087,25.612,27.459,37.014,40.012,26.249,33.015,38.079,long
41.012,2,3,3,3,32,8,17.889,16,8,17.889,17.889,25.298,17.889,25.298,34.886,17.889,35.777,46.141,cut
32.197,3,2,3,3,15.133,9.899,18.248,20.1,11.045,13.892,10.77,32.558,17,24.413,31.78,15.524,19.235,26.571,lob
40.338,3,2,2,3,28.018,15,17.889,16,8,0,17,24.042,22.627,46,32.016,16,39,31.78,long
29.695,3,3,2,3,11.314,10,9.487,10.44,7.071,7.071,11,35.228,16.125,17.263,33.061,11.402,25.02,20.616,long
12.934,2,2,2,2,21.19,19.209,24.352,22.136,18.028,21.84,10.817,33.136,26.077,32,30.463,28.32,29.428,20.125,long
24.206,2,4,2,2,32,16,32,17.889,24,24,17.889,24,17.889,28.844,32.757,22.627,42.72,25.298,netplay
18.967,3,3,3,3,16.125,17.464,22.472,13.038,10.77,13.928,8.944,31.257,15.264,21.932,28.018,13.892,21.213,25.456,netplay
25.834,3,3,3,3,32.016,22.627,24.352,16,16,25.298,16,25.298,24.352,42.154,39,28.018,39,24.352,lob
38.055,3,2,3,2,17.464,11.314,25.298,17.889,8,24,10.63,32.985,17.889,25.298,32,16,24,28.844,long
42.565,3,2,4,1,24.042,17,23,17.889,16,17.464,7,31,25,31,27.459,25.298,32.016,24.352,cut
13.066,3,3,2,2,21.932,17.464,17.889,46.141,8,23,21.932,32.985,16,40.792,32.985,22.627,40.792,24,long
64.679,3,5,3,2,12.649,9.899,9,12.649,6.083,10.817,13.601,36,16.492,13.892,34.234,17.263,22.825,30.61,smash
23.291,3,4,3,3,28.018,10.63,35.777,24,17.889,25.298,17,21.932,24.352,32.985,41.231,28.302,39.205,33.242,netplay
27.318,3,2,3,2,15.133,14.213,8.944,6.403,8.602,10.817,10.77,29.155,16.401,17.029,30.265,15.232,25.179,9.487,lob
40.5,3,3,3,3,32.016,8,48.662,28.302,8,32.985,28.302,25.298,17,35.777,33.242,24.352,45.793,35.777,long
71.577,2,3,3,3,17.464,8,17,16,0,24.042,10.63,24.352,16,24.352,31.78,17.889,23,31.78,smash
17.432,2,3,2,2,28.844,11.314,24.352,25.298,16,17,22.627,33.242,28.302,40.792,31,21.932,39.205,40.792,netplay
8.814,2,2,2,2,13.928,15.62,14.765,12.369,15.033,18.028,19,25.298,14.56,14.318,32.985,18.439,31.78,13.928,netplay
56.518,2,3,2,4,28.844,17,17.889,0,11.314,16,25.298,31.78,25.298,55.579,39.623,25,47.518,40.608,cut
31.931,2,2,2,3,14.866,11.18,12.083,22.361,12.806,9.849,11.402,23.022,19.416,23.537,27.659,14.56,24.839,25.612,lob
49.634,2,2,2,2,17.029,19.647,16.031,11.18,9.434,20.224,14.142,27.586,27.659,42.012,27.659,25,34.928,32.757,cut
17.084,2,2,2,3,21.401,17.493,17.72,18.028,11.18,12.649,13.601,14.765,14.318,19.416,24.352,16.401,25.495,30.414,netplay
25.181,2,3,2,2,32.985,8,17.889,15,0,21.932,8,28.302,25.298,39.408,39.205,24,40.608,38.419,lob
34.735,3,3,2,2,19.105,12.083,18.788,10.63,15.524,16.155,13.601,26.476,15.811,21.471,22.472,20.616,23.345,12.207,long
51.578,3,3,3,2,25,11.314,11.314,11.314,10.63,7,17.889,32.016,17.889,41.785,35.341,17.889,47.518,39.812,long
25.183,2,3,3,3,12.649,13.892,9,10.77,9.434,10.63,13.892,35.057,18,24,30.414,18.028,24,29.069,long
33.915,3,3,2,3,14.765,14,18.385,10,12.649,11,8.485,37.162,16.643,23.195,31.016,18.385,20.025,32.696,long
49.082,3,5,2,2,39.812,10.63,10.63,16,16,22.627,22.627,25.298,16,40.792,39.408,22.627,48.662,40.792,long
23.47,3,4,2,3,15.652,12.53,19.416,13.601,8,10.198,11.045,31.241,21.401,25.495,31,20.224,25.08,29.967,cut
21.141,3,4,3,2,32.985,17.889,28.844,11.314,17.889,22.627,8,24,25.298,35.777,0,25.298,32,32.985,lob
46.978,2,3,3,2,14.318,8.944,24,9.22,10.817,18.028,13.038,28.018,13.601,24.413,23.259,17,25.318,32.65,long
22.556,2,5,2,3,21.541,18.439,16.763,15.264,7.071,17.72,19.647,30,27.659,37.336,32.573,21,26.173,30.083,cut
26.113,2,2,2,3,16,9.899,16,0,15,15,15,23,16,23,31.78,21.932,23,17.464,lob
15.572,2,2,3,3,17,11.314,15,11.314,8,17.889,0,23,23,24,30,28.018,31,24.352,long
49.637,3,3,3,3,35.777,11.314,28.018,24.352,10.63,17.889,17.889,23,22.627,56.045,42.154,24.352,39,42.154,long
25.018,3,4,3,3,12.649,13.038,14.765,9.487,13.601,15.811,12.083,26.627,22.672,26.833,31.064,22.023,23.537,23.345,cut
22.873,3,3,3,2,24.352,11.314,15,8,16,24,11.314,15,17.889,15,17.889,22.627,24.352,32.016,lob
44.838,3,4,3,2,14.422,15.033,18.439,13.601,9.22,13,9.849,35.355,15.232,23.022,30.414,15.524,19,24.042,smash
19.099,3,3,3,3,28.302,21.932,17.889,24,17.889,11.314,42.154,25.298,17.889,49.649,23,24,39.812,31,netplay
12.827,3,2,3,3,13.153,13.601,8.246,11.18,10,9.849,13.153,28.443,13.601,18.439,30.806,13.892,35.44,9.22,netplay
