velocity,x_left_direct,x_left_distance,x_right_direct,x_right_distance,y_left_direct,y_left_distance,y_right_direct,y_right_distance,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,type
15.526,3,3,3,3,3,2,3,2,60,-14,60,18,76,26,92,34,100,34,36,18,12,26,4,26,68,66,76,98,76,114,44,66,36,98,36,130,52,42,netplay
18.076,2,2,2,2,3,2,3,2,38,5,53,28,38,28,22,44,6,59,61,13,69,5,77,5,53,51,38,67,22,82,77,44,93,59,116,74,61,36,lob
72.013,2,2,2,2,2,2,2,2,0,2,23,25,30,25,46,10,38,17,15,41,15,56,30,64,54,64,69,111,84,150,38,72,23,111,0,150,30,49,smash
23.007,2,3,3,3,2,3,2,3,82,-1,66,23,82,23,105,30,129,38,58,23,50,30,66,46,50,54,34,77,11,93,58,54,74,62,82,85,58,38,netplay
25.971,3,3,3,3,3,2,3,2,77,-7,69,25,85,33,108,49,124,57,53,25,38,33,30,33,69,73,85,88,100,104,46,65,30,96,14,120,61,49,lob
31.183,2,3,2,3,3,2,2,2,38,-2,35,9,45,17,45,31,35,35,33,11,40,22,35,36,51,53,33,58,12,78,43,54,55,73,71,92,45,36,cut
32.443,2,3,2,3,3,2,3,2,62,-5,54,27,70,34,86,34,94,27,38,27,15,34,7,27,54,74,70,89,86,113,38,74,23,105,7,129,54,50,lob
32.867,3,3,3,3,3,2,3,2,33,0,35,17,45,22,71,14,64,21,25,25,16,39,13,57,33,66,35,90,29,125,23,64,21,87,16,118,32,49,long
31.164,3,3,3,3,3,3,3,3,69,3,65,29,88,40,106,41,100,31,43,22,34,41,41,30,73,84,86,120,95,153,49,82,37,115,17,149,62,58,cut
14.314,2,2,2,2,3,3,3,3,32,-11,39,20,32,20,24,43,16,66,55,5,71,5,79,5,47,35,32,43,16,66,63,28,87,51,102,59,47,28,netplay
20.97,2,2,2,2,3,1,3,1,61,-5,53,26,69,26,84,26,92,18,38,26,14,26,6,18,53,73,69,88,77,96,38,65,22,96,6,127,53,49,lob
41.626,3,3,3,3,3,2,3,1,54,6,51,23,66,28,74,41,61,47,40,27,31,41,28,57,52,66,70,73,76,92,35,64,26,82,17,98,47,48,long
59.317,3,4,3,3,3,2,3,2,57,-6,65,26,73,34,96,34,88,34,49,34,42,42,57,18,65,81,57,113,42,144,49,73,34,105,11,136,57,57,smash
15.629,3,3,3,3,3,3,3,3,31,-10,32,6,22,13,7,22,-14,33,49,10,59,22,54,31,43,43,29,60,53,66,64,37,81,48,101,64,46,27,netplay
15.17,2,2,2,2,2,2,2,2,38,-2,41,21,37,27,22,38,2,44,46,24,61,43,58,60,73,73,50,78,32,96,68,74,78,96,102,121,65,49,netplay
15.671,3,1,3,2,2,2,2,2,87,4,79,20,70,25,83,38,89,48,65,26,66,42,71,57,45,55,64,62,86,85,46,52,36,58,11,66,52,43,lob
24.397,2,3,2,4,3,3,3,2,57,-1,56,16,46,19,46,40,75,46,55,20,49,31,50,42,29,49,23,68,7,85,42,48,58,60,51,79,42,37,lob
39.96,3,2,3,2,3,2,3,2,39,-8,39,23,54,23,70,46,78,69,23,31,23,54,31,61,62,61,70,92,62,115,39,61,23,92,7,115,47,46,long
17.404,2,3,3,3,3,3,3,3,65,-9,65,30,80,38,104,53,111,61,50,30,42,45,26,61,65,76,80,115,73,146,42,69,34,107,11,138,57,53,netplay
28.154,2,2,2,2,3,2,3,3,17,2,20,19,9,31,13,44,37,42,30,15,44,16,59,16,18,56,8,74,14,104,41,51,52,73,57,94,28,42,lob
27.862,2,2,2,2,2,3,2,3,10,23,34,32,51,25,55,8,45,6,40,44,55,44,62,29,89,72,98,110,100,143,64,77,55,103,24,123,69,54,cut
20.498,3,4,3,3,2,3,2,3,102,11,88,19,76,13,83,26,95,45,85,32,74,42,75,31,51,35,36,51,14,69,70,51,77,70,88,91,68,35,lob
51.823,3,2,3,2,3,3,3,3,66,-6,51,18,66,34,66,58,74,82,36,18,13,18,5,50,43,66,59,114,66,146,28,66,20,114,13,146,43,50,long
59.583,3,2,3,2,3,3,3,2,26,-1,18,23,10,23,-5,39,3,54,34,23,42,39,42,39,10,54,18,86,18,117,18,54,34,78,26,109,18,39,smash
20.01,3,2,3,2,3,3,3,3,63,-9,55,30,70,38,70,61,78,84,47,30,47,38,70,69,39,69,70,107,70,146,32,69,39,100,16,123,47,53,netplay
23.987,3,3,3,5,3,3,3,3,57,2,45,7,30,2,23,-7,24,-10,46,20,40,34,32,29,13,51,11,76,13,104,25,52,27,76,43,85,22,36,lob
36.137,2,2,3,3,3,3,3,3,33,-9,41,22,49,22,49,46,41,69,33,22,18,30,10,30,72,69,64,108,80,140,56,69,49,108,64,132,56,46,long
23.971,2,1,2,2,2,1,2,2,27,6,28,22,14,30,15,44,11,60,44,25,55,36,64,54,25,62,17,81,7,111,45,61,56,91,59,100,35,51,long
5.876,3,1,3,1,2,2,2,2,63,2,48,12,36,19,23,34,24,57,39,8,29,11,25,23,4,30,25,45,29,78,19,24,38,43,16,64,19,14,netplay
15.049,3,2,3,2,3,3,2,3,39,9,47,40,62,40,85,24,108,9,39,40,39,32,39,17,54,87,70,134,77,173,39,87,31,118,8,142,47,63,netplay
15.443,2,3,3,3,3,3,2,3,28,2,24,18,29,24,45,35,38,19,21,23,25,40,10,32,27,66,14,84,14,112,43,66,40,90,63,103,39,49,lob
33.485,2,4,2,3,2,2,2,2,7,-6,15,17,30,25,22,41,15,56,7,25,7,48,-1,64,45,56,38,87,53,118,38,56,45,95,53,126,30,41,long
23.054,2,5,2,3,2,2,2,2,33,6,29,17,35,29,48,39,48,21,21,17,26,24,22,32,26,64,3,71,11,93,30,68,30,87,44,112,28,49,cut
15.092,3,2,3,2,2,2,2,2,2,1,8,14,2,31,9,47,5,59,24,16,40,29,39,22,17,64,14,85,14,109,30,65,27,88,25,120,24,47,long
40.299,2,3,3,3,2,3,2,3,-8,34,16,65,24,57,40,26,40,2,8,73,8,73,24,81,40,105,40,160,40,199,24,113,24,160,16,199,24,89,long
41.026,2,5,2,3,2,2,2,2,34,2,26,18,19,18,4,-6,19,10,34,26,34,34,34,18,19,50,11,73,4,89,26,50,19,81,26,121,26,34,long
49.752,2,3,3,3,3,3,3,3,36,0,52,32,67,32,90,24,106,8,44,32,44,24,44,8,59,80,75,119,90,143,36,80,36,95,5,119,52,56,long
30.706,2,3,3,3,3,3,2,3,46,9,39,24,32,25,12,23,1,9,46,35,45,46,29,52,27,69,16,87,17,103,43,72,47,98,64,122,37,56,cut
25.973,2,3,3,3,3,2,3,2,48,-7,48,24,56,24,64,32,72,32,32,24,16,39,8,47,56,70,64,93,72,109,40,70,32,101,40,124,48,47,lob
74.735,2,5,2,3,2,2,2,2,35,2,35,17,27,17,27,32,19,32,43,17,43,40,27,40,27,48,11,63,11,78,35,48,27,71,43,101,35,32,smash
23.907,2,4,2,3,3,3,2,3,40,-17,56,15,56,15,32,30,8,38,56,15,40,30,8,38,88,54,112,85,144,109,80,54,40,77,32,109,72,30,netplay
14.478,2,2,2,2,2,2,2,2,22,-1,30,22,22,22,14,37,6,45,38,22,54,37,46,22,38,52,22,68,22,91,46,52,62,68,70,83,38,37,netplay
21.89,2,2,2,3,2,2,2,2,8,3,13,20,29,28,18,31,4,35,9,30,17,40,17,53,55,62,29,63,18,88,41,65,49,91,70,111,41,45,lob
37.12,2,4,2,4,2,2,2,2,27,-6,19,26,11,18,-11,2,-4,10,27,26,19,18,11,26,11,57,11,73,11,104,19,57,19,81,34,104,19,42,long
38.949,2,3,2,3,2,3,2,3,29,58,38,68,58,60,58,34,54,16,33,85,33,70,25,54,83,120,95,154,94,189,58,121,39,152,13,172,67,96,long
28.436,2,4,2,3,2,3,2,3,56,1,56,17,40,17,16,17,8,9,64,25,64,40,64,40,40,56,24,79,16,103,48,56,48,87,64,110,48,40,cut
24.786,2,3,2,3,3,2,3,2,56,-6,48,26,56,26,56,34,48,50,33,26,25,50,33,58,56,66,63,81,71,105,40,66,25,97,17,121,48,50,lob
37.841,3,3,3,5,3,2,3,2,77,9,66,13,55,4,54,-3,58,-10,64,26,50,34,52,20,26,43,10,65,10,95,46,45,56,73,76,79,41,32,long
52.843,3,3,3,3,3,3,3,3,10,25,26,49,34,49,57,33,73,9,18,57,10,41,18,17,42,96,49,144,34,183,26,96,26,152,26,183,26,72,long
27.269,3,3,3,4,3,3,3,3,87,21,77,23,65,17,60,1,61,-10,70,33,60,45,51,41,36,56,21,80,15,110,54,60,60,87,76,105,50,45,cut
7.293,3,3,3,3,3,2,3,2,57,-7,49,24,65,24,73,39,81,47,33,24,17,39,9,54,49,54,65,62,65,85,33,54,25,78,17,101,41,39,netplay
22.719,3,2,3,2,3,2,3,2,47,-7,42,13,28,14,37,28,53,30,47,19,58,23,69,31,10,53,23,69,17,88,30,51,38,70,28,92,26,39,lob
56.815,3,2,3,3,2,2,2,2,16,77,40,79,44,63,33,37,19,18,39,91,53,81,48,66,93,106,121,127,139,147,67,112,57,137,29,148,69,89,long
27.557,2,3,2,3,2,3,2,3,35,3,31,14,24,21,4,17,-17,11,35,26,44,26,34,19,44,67,43,85,49,117,40,68,35,89,53,121,40,50,long
55.986,2,3,2,3,2,3,2,3,9,43,25,75,41,67,57,43,65,19,25,83,33,91,57,91,57,115,73,162,57,202,41,123,25,170,9,202,41,99,cut
32.21,3,2,3,3,2,3,2,3,99,4,91,16,94,24,115,36,137,45,70,13,65,23,68,33,60,38,82,49,83,79,46,37,38,52,13,69,64,28,lob
70.811,3,3,3,3,3,2,3,2,58,4,58,35,66,35,89,27,105,12,42,35,34,50,50,50,58,81,50,120,42,151,34,81,26,112,10,151,50,58,smash
21.37,3,3,3,3,3,2,3,2,53,3,51,18,43,31,53,42,70,58,56,22,54,32,60,34,35,51,27,73,10,97,53,51,69,66,75,90,46,40,netplay
23.076,3,4,3,4,2,2,2,2,15,1,39,25,31,25,31,25,15,41,39,25,31,25,47,25,71,57,47,73,23,89,79,57,95,81,119,105,55,41,lob
42.332,2,4,2,3,2,2,2,2,35,-7,27,16,20,16,4,16,4,16,43,24,43,39,27,39,27,47,12,69,12,85,35,47,35,77,50,92,27,31,long
34.543,2,3,2,3,2,3,2,3,16,51,30,64,48,56,48,33,42,7,28,81,41,73,25,60,78,119,91,140,94,176,53,123,37,152,13,171,58,92,long
27.25,2,4,2,4,2,3,2,3,37,3,29,19,29,19,6,11,21,19,21,19,37,35,37,27,21,51,13,75,21,99,29,59,21,75,29,99,29,43,cut
21.371,2,3,2,3,2,2,2,2,7,-2,20,22,27,23,19,33,5,34,21,39,31,50,38,73,61,67,31,72,22,97,49,80,57,106,81,116,44,52,lob
16.092,2,2,3,2,3,2,3,2,16,9,22,24,17,37,15,61,1,65,41,23,52,31,55,48,30,65,25,90,25,116,47,66,43,91,40,121,36,49,long
39.682,2,3,3,3,3,4,3,4,9,6,20,23,43,38,53,28,37,27,13,36,14,24,9,9,47,87,46,128,39,163,26,89,26,123,18,162,34,57,long
26.481,2,5,2,3,3,2,2,2,38,-5,30,19,38,27,30,35,30,19,30,19,22,35,30,11,30,59,-2,67,-2,91,30,59,30,83,38,115,30,43,long
34.131,2,3,2,3,2,3,2,3,4,8,27,31,19,31,58,16,35,23,35,31,58,23,42,31,35,78,19,117,4,156,50,70,58,117,42,164,35,55,long
27.422,2,4,2,3,2,2,2,2,42,3,35,17,28,23,14,21,25,13,33,24,40,40,32,52,21,61,16,74,17,90,34,65,27,84,44,109,26,48,cut
18.993,2,3,2,3,2,2,2,2,7,-5,15,19,23,27,31,43,15,51,15,27,23,43,7,59,39,67,47,99,63,123,39,67,47,99,71,123,31,43,lob
26.178,2,3,3,3,3,3,3,3,68,0,60,32,76,40,108,40,124,32,52,32,36,32,36,16,68,80,92,112,108,152,52,80,36,112,4,136,60,56,cut
23.428,3,2,3,2,3,2,3,3,83,2,76,14,71,25,76,41,91,54,65,17,60,24,60,37,51,53,66,63,81,88,43,49,38,59,18,70,52,37,lob
35.328,3,2,3,2,2,3,2,3,7,21,26,43,43,40,53,27,37,31,21,43,11,30,13,7,57,86,58,123,59,163,34,88,35,121,16,154,42,63,long
41.012,2,3,2,3,3,3,3,3,67,0,67,32,67,40,83,48,99,48,59,32,51,16,67,24,51,72,43,96,12,112,67,72,83,104,106,144,59,56,cut
32.197,3,2,3,3,3,3,3,3,22,-8,24,7,17,14,35,17,55,15,23,18,35,25,45,29,10,54,24,74,31,105,22,54,25,73,16,98,18,39,lob
40.338,2,2,3,2,2,3,2,3,2,0,18,23,33,23,49,15,33,15,10,23,10,23,25,15,41,62,41,108,33,139,25,62,25,101,18,132,25,46,long
29.695,3,3,3,4,3,3,2,3,54,3,46,11,36,11,27,14,30,4,47,18,52,23,52,12,18,54,15,71,13,104,29,51,28,76,44,89,26,40,long
12.934,2,2,2,2,2,2,2,2,54,2,47,22,62,34,70,57,77,78,30,28,9,34,15,25,46,81,46,113,34,141,25,76,30,105,21,123,44,55,long
24.206,2,4,2,3,3,2,2,2,51,-5,51,27,67,27,67,59,75,75,27,27,27,51,35,67,59,67,75,91,82,123,35,67,20,107,12,131,51,51,netplay
18.967,3,3,2,3,3,3,3,3,30,1,28,17,11,21,3,42,4,55,38,21,43,34,47,42,16,61,25,81,26,109,31,60,34,81,16,99,24,48,netplay
25.834,3,2,3,3,3,3,3,2,62,1,54,32,70,48,78,71,78,87,38,32,14,40,14,56,54,79,70,118,70,157,30,79,30,118,22,141,46,56,lob
38.055,3,2,3,3,3,2,3,2,34,-15,27,1,19,9,11,33,3,49,27,9,27,33,34,25,11,49,19,73,19,105,19,49,19,73,3,97,19,33,long
42.565,3,2,3,2,4,1,4,1,41,-4,34,19,49,27,49,50,57,66,18,19,11,35,18,35,41,74,41,105,26,128,26,74,34,105,26,128,34,50,cut
13.066,3,3,3,2,2,2,2,1,47,3,32,19,39,35,47,51,24,11,24,19,1,19,16,3,24,67,32,107,24,139,8,67,16,107,16,131,24,51,long
64.679,3,4,3,5,3,2,3,2,35,5,31,17,24,24,24,33,20,21,32,23,26,32,18,21,27,69,20,81,16,115,34,70,23,90,42,114,31,53,smash
23.291,3,4,3,4,3,3,3,3,111,-1,95,22,103,29,135,45,159,45,79,14,55,22,47,37,71,60,103,68,119,106,55,52,31,83,7,106,79,37,netplay
27.318,3,1,3,2,3,2,3,2,34,-1,36,14,27,25,35,29,40,33,41,21,50,15,60,11,15,54,16,71,20,101,31,55,34,80,25,83,25,41,lob
40.5,3,2,3,3,3,3,3,3,61,7,69,38,61,38,109,30,133,15,77,38,109,30,133,15,53,77,37,109,13,132,69,85,93,124,109,156,61,62,long
71.577,2,3,2,3,3,3,2,3,27,2,20,18,12,18,4,33,4,49,20,18,27,41,20,49,12,57,20,80,27,111,20,57,20,80,27,111,12,41,smash
17.432,2,3,2,3,3,2,2,3,38,8,54,32,46,40,23,48,-1,56,70,32,85,40,101,56,101,71,109,111,140,111,93,71,62,95,70,135,77,56,netplay
8.814,2,1,2,2,2,2,2,2,13,-1,18,12,8,24,15,37,3,40,33,11,51,10,70,10,22,50,16,63,24,95,40,48,47,79,34,84,26,36,netplay
56.518,2,3,3,3,2,4,2,4,1,0,17,24,32,32,40,16,40,16,9,32,9,16,17,-8,32,79,24,134,17,173,17,79,24,126,17,166,24,55,cut
31.931,2,2,3,2,2,3,2,3,64,7,59,21,49,26,44,37,64,47,69,29,78,33,87,40,42,55,37,78,19,99,62,58,78,77,98,93,58,44,lob
49.634,2,2,3,2,2,2,2,2,11,24,24,35,43,30,44,14,39,4,19,43,22,23,24,9,62,75,63,117,57,144,37,78,29,112,12,140,44,54,cut
17.084,2,2,2,2,2,3,2,3,26,3,39,20,24,29,19,46,4,56,49,15,61,11,74,7,40,46,24,57,16,80,59,43,76,62,98,83,46,33,netplay
25.181,2,3,2,3,2,2,2,2,28,-14,36,18,44,18,36,34,21,34,36,18,21,34,13,34,59,66,36,98,67,122,51,66,44,106,74,130,51,42,lob
34.735,3,3,3,3,2,2,2,2,50,3,48,22,59,27,76,35,69,43,33,26,27,41,19,52,48,63,67,73,75,94,30,64,26,87,16,94,43,48,long
51.578,2,3,3,3,3,2,3,2,19,3,26,27,34,35,42,27,50,19,19,35,26,35,34,19,42,74,57,113,42,145,26,74,19,121,11,160,34,58,long
25.183,2,3,2,3,3,3,3,3,21,2,17,14,10,26,1,26,-9,22,22,22,29,30,36,42,19,67,19,91,24,121,29,64,29,88,42,114,19,49,long
33.915,3,3,3,3,2,3,2,3,54,2,41,9,27,9,14,-4,24,-4,45,21,45,32,51,26,17,57,14,80,15,111,33,60,32,80,45,110,26,43,long
49.082,3,5,3,5,2,2,2,2,-11,11,28,19,21,27,28,35,28,19,44,19,60,35,44,19,36,59,28,99,5,131,52,59,60,107,52,147,36,43,long
23.47,3,4,3,4,2,3,2,3,71,16,57,23,46,17,35,1,43,-10,57,31,55,41,44,40,20,60,15,85,15,116,36,63,38,88,51,115,33,43,cut
21.141,3,3,3,4,3,1,3,2,59,-5,51,27,67,35,83,59,91,67,35,35,19,51,11,51,59,75,75,107,75,107,43,75,43,107,35,139,51,51,lob
46.978,2,3,2,3,3,2,3,2,57,4,54,18,46,22,22,22,28,15,63,24,69,41,56,42,47,57,33,77,23,98,63,61,67,86,92,107,55,46,long
22.556,2,5,2,5,2,3,2,2,29,20,49,28,67,24,72,8,59,0,44,33,27,38,8,43,91,67,96,104,86,135,73,67,76,93,68,122,73,46,cut
26.113,2,1,2,2,2,3,2,3,12,-2,12,14,5,21,5,37,5,37,27,14,42,14,57,14,12,53,12,76,5,107,27,53,27,76,20,92,12,37,lob
15.572,2,2,2,2,3,3,3,3,8,0,16,15,8,23,8,38,16,46,24,15,32,31,32,31,16,61,16,85,16,115,32,61,32,92,24,115,16,38,long
49.637,3,3,3,3,3,4,3,3,13,24,29,56,37,48,60,32,68,9,21,63,13,79,21,95,45,95,60,149,76,188,21,102,21,141,5,180,29,79,long
25.018,3,4,3,5,3,3,3,3,74,17,62,21,51,14,44,1,47,-8,58,34,45,43,40,32,23,51,11,75,9,106,41,58,46,81,63,97,40,36,cut
22.873,3,3,3,3,3,2,3,2,58,-8,50,15,58,23,58,38,58,46,34,15,10,15,2,7,58,46,58,61,66,77,34,46,26,69,18,100,50,30,lob
44.838,3,3,3,5,3,2,3,2,41,4,29,12,14,13,2,-1,15,3,31,21,31,34,27,25,6,57,7,80,12,110,16,58,16,77,33,94,12,43,smash
19.099,3,3,3,4,3,3,3,2,129,6,114,30,129,46,137,62,161,62,98,22,90,30,129,46,82,54,35,70,12,70,66,38,27,46,-4,46,90,38,netplay
12.827,3,1,3,2,3,2,3,3,33,4,31,17,20,25,18,33,13,43,39,23,48,19,61,21,18,56,14,74,21,104,33,57,43,91,34,89,26,45,netplay
